o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
83176,47609,O,8745.09,1996-10-04,3-MEDIUM,Clerk#000000267,0,Quick fox
83177,69756,P,24592.11,1994-10-28,2-HIGH,Clerk#000000099,0,Standard order
83178,7859,P,9144.01,1994-04-20,3-MEDIUM,Clerk#000000388,0,Lazy dog
83179,10911,O,1349.28,1998-11-26,4-NOT SPECIFIED,Clerk#000000026,0,Lorem ipsum
83180,120909,O,26370.47,1998-12-30,2-HIGH,Clerk#000000508,0,Quick fox
83181,135698,P,5217.78,1993-02-14,2-HIGH,Clerk#000000820,0,Deliver ASAP
83182,139450,P,16720.55,1997-09-29,2-HIGH,Clerk#000000399,0,Standard order
83183,92945,P,32118.59,1994-09-19,3-MEDIUM,Clerk#000000976,0,Check address
83184,104750,P,11413.14,1997-04-24,1-URGENT,Clerk#000000957,0,Lorem ipsum
83185,127088,F,20228.66,1996-06-14,4-NOT SPECIFIED,Clerk#000000794,0,Quick fox
83186,120798,O,4065.21,1996-07-24,3-MEDIUM,Clerk#000000756,0,Lazy dog
83187,11276,O,26536.99,1997-06-29,2-HIGH,Clerk#000000812,0,Quick fox
83188,92140,P,40128.8,1995-10-22,3-MEDIUM,Clerk#000000633,0,Standard order
83189,23530,P,43389.5,1992-10-31,4-NOT SPECIFIED,Clerk#000000944,0,Lazy dog
83190,32730,O,11526.98,1998-04-16,4-NOT SPECIFIED,Clerk#000000134,0,Standard order
83191,90464,F,3960.12,1993-07-09,1-URGENT,Clerk#000000598,0,Lazy dog
83192,10186,P,16236.67,1994-04-21,2-HIGH,Clerk#000000160,0,Deliver ASAP
83193,95085,F,28734.33,1993-01-05,4-NOT SPECIFIED,Clerk#000000879,0,Lazy dog
83194,84831,F,48081.88,1993-08-31,2-HIGH,Clerk#000000091,0,Deliver ASAP
83195,52632,P,17341.03,1993-06-16,3-MEDIUM,Clerk#000000167,0,Deliver ASAP
83196,124754,O,13036.77,1994-10-09,2-HIGH,Clerk#000000762,0,Lorem ipsum
83197,39111,P,21344.38,1995-10-05,2-HIGH,Clerk#000000311,0,Check address
83198,38690,P,30889.33,1996-06-05,1-URGENT,Clerk#000000845,0,Lorem ipsum
83199,83412,P,45965.95,1997-07-30,2-HIGH,Clerk#000000028,0,Check address
83200,130986,P,11118.45,1996-05-07,4-NOT SPECIFIED,Clerk#000000405,0,Quick fox
83201,133215,P,13690.36,1995-02-09,4-NOT SPECIFIED,Clerk#000000091,0,Deliver ASAP
83202,20883,O,22317.04,1996-03-02,2-HIGH,Clerk#000000536,0,Check address
83203,147351,O,44969.16,1996-12-13,1-URGENT,Clerk#000000785,0,Lazy dog
83204,79943,P,19632.77,1998-05-16,2-HIGH,Clerk#000000968,0,Lorem ipsum
83205,123235,F,19520.97,1994-06-23,2-HIGH,Clerk#000000160,0,Lazy dog
83206,23517,O,42635.82,1993-12-08,2-HIGH,Clerk#000000678,0,Lazy dog
83207,7117,F,12664.06,1996-12-22,1-URGENT,Clerk#000000959,0,Lazy dog
83208,13095,P,19519.15,1995-04-08,4-NOT SPECIFIED,Clerk#000000695,0,Deliver ASAP
83209,48409,P,1671.97,1997-04-04,3-MEDIUM,Clerk#000000036,0,Check address
83210,126035,O,42745.9,1998-04-03,1-URGENT,Clerk#000000531,0,Check address
83211,15576,P,10275.6,1996-02-27,3-MEDIUM,Clerk#000000403,0,Deliver ASAP
83212,120609,P,48659.39,1995-02-12,2-HIGH,Clerk#000000205,0,Lazy dog
83213,101250,P,2032.7,1995-04-27,4-NOT SPECIFIED,Clerk#000000875,0,Standard order
83214,66226,O,33807.92,1997-09-23,2-HIGH,Clerk#000000425,0,Lorem ipsum
83215,89867,P,35946.86,1998-06-04,4-NOT SPECIFIED,Clerk#000000530,0,Check address
83216,60663,F,32366.76,1992-04-10,3-MEDIUM,Clerk#000000311,0,Lazy dog
83217,4316,O,6780.7,1993-10-24,3-MEDIUM,Clerk#000000988,0,Lorem ipsum
83218,121767,O,38458.88,1994-02-01,3-MEDIUM,Clerk#000000665,0,Quick fox
83219,109206,P,27041.59,1992-05-25,3-MEDIUM,Clerk#000000566,0,Standard order
83220,148961,F,30360.69,1997-09-14,4-NOT SPECIFIED,Clerk#000000503,0,Deliver ASAP
83221,74470,F,17685.89,1997-11-19,2-HIGH,Clerk#000000022,0,Check address
83222,73382,O,21192.52,1995-12-03,2-HIGH,Clerk#000000455,0,Standard order
83223,116765,F,4152.79,1992-12-23,1-URGENT,Clerk#000000389,0,Deliver ASAP
83224,90538,P,49527.84,1994-02-24,2-HIGH,Clerk#000000385,0,Standard order
83225,18888,F,9772.82,1995-12-05,4-NOT SPECIFIED,Clerk#000000870,0,Lazy dog
83226,106461,F,5917.91,1994-03-31,1-URGENT,Clerk#000000032,0,Lorem ipsum
83227,124748,O,9874.62,1996-07-03,4-NOT SPECIFIED,Clerk#000000100,0,Deliver ASAP
83228,20586,F,48693.86,1992-07-31,1-URGENT,Clerk#000000565,0,Quick fox
83229,14000,P,45896.71,1993-02-14,1-URGENT,Clerk#000000785,0,Standard order
83230,116015,P,454.51,1993-12-28,1-URGENT,Clerk#000000900,0,Quick fox
83231,137040,O,20387.93,1996-04-11,3-MEDIUM,Clerk#000000088,0,Quick fox
83232,54247,F,41011.02,1993-07-31,1-URGENT,Clerk#000000729,0,Lorem ipsum
83233,98395,F,49671.02,1994-10-12,2-HIGH,Clerk#000000950,0,Standard order
83234,135612,P,39620.64,1996-08-29,3-MEDIUM,Clerk#000000232,0,Standard order
83235,70834,P,34165.5,1993-02-03,4-NOT SPECIFIED,Clerk#000000123,0,Standard order
83236,107480,F,44279.53,1995-06-06,1-URGENT,Clerk#000000457,0,Check address
83237,85822,P,37453.19,1994-07-20,4-NOT SPECIFIED,Clerk#000000279,0,Lorem ipsum
83238,87719,F,40172.18,1997-08-10,2-HIGH,Clerk#000000651,0,Quick fox
83239,50051,P,13354.07,1995-05-05,3-MEDIUM,Clerk#000000398,0,Standard order
83240,81776,P,32971.66,1998-03-23,3-MEDIUM,Clerk#000000275,0,Quick fox
83241,68676,F,44360.57,1996-08-05,3-MEDIUM,Clerk#000000312,0,Deliver ASAP
83242,72222,O,25891.79,1996-06-27,4-NOT SPECIFIED,Clerk#000000099,0,Lorem ipsum
83243,74819,F,45095.26,1996-08-16,2-HIGH,Clerk#000000123,0,Lorem ipsum
83244,93764,F,45947.47,1993-04-15,2-HIGH,Clerk#000000608,0,Check address
83245,32954,F,24679.02,1995-01-21,1-URGENT,Clerk#000000065,0,Lorem ipsum
83246,41098,F,15261.33,1995-08-09,2-HIGH,Clerk#000000707,0,Deliver ASAP
83247,91598,P,2604.57,1995-05-05,2-HIGH,Clerk#000000031,0,Check address
83248,48918,F,39845.01,1997-11-27,3-MEDIUM,Clerk#000000794,0,Lazy dog
83249,41663,O,26854.95,1996-04-17,3-MEDIUM,Clerk#000000747,0,Lorem ipsum
83250,41134,P,37636.62,1994-02-21,2-HIGH,Clerk#000000687,0,Standard order
83251,131861,F,7655.16,1995-02-10,2-HIGH,Clerk#000000695,0,Check address
83252,44419,F,40531.48,1996-12-21,1-URGENT,Clerk#000000624,0,Lazy dog
83253,42387,F,6558.0,1998-06-24,1-URGENT,Clerk#000000487,0,Standard order
83254,63264,P,28099.31,1993-11-13,1-URGENT,Clerk#000000693,0,Quick fox
83255,63465,P,37301.82,1997-05-29,1-URGENT,Clerk#000000101,0,Lazy dog
83256,51454,P,7512.02,1997-06-09,3-MEDIUM,Clerk#000000754,0,Standard order
83257,76568,F,29582.78,1997-02-19,2-HIGH,Clerk#000000680,0,Quick fox
83258,95562,F,48197.3,1998-11-23,4-NOT SPECIFIED,Clerk#000000374,0,Lazy dog
83259,96176,P,2619.32,1992-10-03,3-MEDIUM,Clerk#000000469,0,Quick fox
83260,74887,F,1833.36,1996-12-06,2-HIGH,Clerk#000000121,0,Lorem ipsum
83261,59950,P,10793.55,1992-09-27,2-HIGH,Clerk#000000803,0,Quick fox
83262,104411,O,34256.97,1995-01-19,4-NOT SPECIFIED,Clerk#000000579,0,Quick fox
83263,83343,O,28902.83,1998-04-06,1-URGENT,Clerk#000000919,0,Lorem ipsum
83264,110085,P,49226.42,1993-05-27,4-NOT SPECIFIED,Clerk#000000545,0,Quick fox
83265,128250,O,39423.76,1994-10-02,2-HIGH,Clerk#000000404,0,Lorem ipsum
83266,4124,P,16051.29,1993-11-27,3-MEDIUM,Clerk#000000992,0,Lazy dog
83267,95670,O,41868.09,1992-05-28,1-URGENT,Clerk#000000601,0,Deliver ASAP
83268,86035,F,38484.61,1998-09-07,1-URGENT,Clerk#000000005,0,Lazy dog
83269,103537,F,23941.55,1993-05-31,4-NOT SPECIFIED,Clerk#000000573,0,Lazy dog
83270,4303,P,45402.96,1992-02-04,3-MEDIUM,Clerk#000000964,0,Deliver ASAP
83271,139926,O,8821.08,1996-08-16,2-HIGH,Clerk#000000329,0,Lorem ipsum
83272,101075,F,24252.73,1993-05-06,3-MEDIUM,Clerk#000000778,0,Quick fox
83273,102382,F,46056.22,1998-04-11,4-NOT SPECIFIED,Clerk#000000786,0,Standard order
83274,41326,F,21609.82,1992-12-03,1-URGENT,Clerk#000000318,0,Quick fox
83275,20926,O,28837.3,1996-01-14,3-MEDIUM,Clerk#000000576,0,Quick fox
83276,38909,F,31613.03,1994-08-28,3-MEDIUM,Clerk#000000886,0,Lorem ipsum
83277,115144,P,46874.62,1997-02-09,3-MEDIUM,Clerk#000000879,0,Deliver ASAP
83278,116849,O,6656.52,1994-07-30,4-NOT SPECIFIED,Clerk#000000172,0,Quick fox
83279,61111,P,9341.46,1995-06-07,4-NOT SPECIFIED,Clerk#000000101,0,Lazy dog
83280,102631,F,27302.78,1995-10-23,2-HIGH,Clerk#000000325,0,Lorem ipsum
83281,100914,O,10486.29,1996-09-05,2-HIGH,Clerk#000000166,0,Lorem ipsum
83282,79826,F,28209.93,1998-01-04,4-NOT SPECIFIED,Clerk#000000523,0,Lazy dog
83283,35386,F,23636.84,1992-07-01,4-NOT SPECIFIED,Clerk#000000054,0,Quick fox
83284,137957,P,42034.0,1995-02-22,4-NOT SPECIFIED,Clerk#000000658,0,Deliver ASAP
83285,32840,O,33573.83,1992-04-25,3-MEDIUM,Clerk#000000654,0,Lazy dog
83286,21590,P,8840.63,1997-11-29,3-MEDIUM,Clerk#000000205,0,Deliver ASAP
83287,73620,P,29755.31,1995-01-06,1-URGENT,Clerk#000000288,0,Lorem ipsum
83288,29869,P,21894.66,1992-04-10,1-URGENT,Clerk#000000230,0,Quick fox
83289,147482,P,6726.85,1994-02-18,4-NOT SPECIFIED,Clerk#000000113,0,Deliver ASAP
83290,99178,F,2187.1,1998-12-24,3-MEDIUM,Clerk#000000606,0,Lorem ipsum
83291,149474,O,29974.96,1994-10-30,4-NOT SPECIFIED,Clerk#000000247,0,Check address
83292,112722,P,13291.38,1997-08-06,3-MEDIUM,Clerk#000000061,0,Lorem ipsum
83293,93755,F,26260.61,1995-03-07,3-MEDIUM,Clerk#000000115,0,Deliver ASAP
83294,89731,F,42822.83,1993-08-04,2-HIGH,Clerk#000000004,0,Lazy dog
83295,27476,O,41737.45,1994-12-16,4-NOT SPECIFIED,Clerk#000000010,0,Deliver ASAP
83296,74645,O,36751.94,1997-12-05,2-HIGH,Clerk#000000484,0,Lazy dog
83297,99882,P,17082.91,1998-03-06,2-HIGH,Clerk#000000063,0,Standard order
83298,133438,P,18034.09,1997-05-30,3-MEDIUM,Clerk#000000396,0,Standard order
83299,135198,F,42356.47,1995-05-30,2-HIGH,Clerk#000000054,0,Deliver ASAP
83300,107063,O,9837.69,1998-06-01,4-NOT SPECIFIED,Clerk#000000741,0,Check address
83301,80496,O,19483.17,1992-10-19,1-URGENT,Clerk#000000351,0,Deliver ASAP
83302,135264,F,3346.03,1995-07-31,2-HIGH,Clerk#000000518,0,Deliver ASAP
83303,110177,P,5888.61,1998-10-13,4-NOT SPECIFIED,Clerk#000000951,0,Lazy dog
83304,51001,O,17693.47,1993-10-05,1-URGENT,Clerk#000000895,0,Check address
83305,136512,F,10519.66,1998-02-05,2-HIGH,Clerk#000000560,0,Quick fox
83306,38033,O,32954.86,1997-08-07,1-URGENT,Clerk#000000412,0,Lazy dog
83307,126120,O,4243.49,1995-01-30,4-NOT SPECIFIED,Clerk#000000595,0,Deliver ASAP
83308,147526,F,33716.84,1992-12-04,4-NOT SPECIFIED,Clerk#000000952,0,Lorem ipsum
83309,113791,O,34459.58,1993-01-21,4-NOT SPECIFIED,Clerk#000000244,0,Check address
83310,35323,P,26503.57,1992-11-30,3-MEDIUM,Clerk#000000407,0,Check address
83311,121668,F,16442.25,1992-05-23,2-HIGH,Clerk#000000685,0,Standard order
83312,87112,F,45261.52,1997-05-15,1-URGENT,Clerk#000000843,0,Deliver ASAP
83313,23970,O,45968.9,1994-03-01,2-HIGH,Clerk#000000253,0,Lorem ipsum
83314,109302,P,33676.53,1996-11-17,2-HIGH,Clerk#000000120,0,Quick fox
83315,113907,F,41100.92,1995-04-02,4-NOT SPECIFIED,Clerk#000000119,0,Deliver ASAP
83316,96158,F,34347.37,1993-04-14,1-URGENT,Clerk#000000451,0,Lorem ipsum
83317,67031,O,41060.65,1997-09-15,1-URGENT,Clerk#000000163,0,Standard order
83318,122061,F,42223.48,1994-09-04,1-URGENT,Clerk#000000232,0,Lazy dog
83319,133026,O,1041.49,1997-08-12,2-HIGH,Clerk#000000256,0,Deliver ASAP
83320,10209,P,39144.5,1992-10-19,2-HIGH,Clerk#000000266,0,Lazy dog
83321,33895,O,8439.34,1996-03-25,4-NOT SPECIFIED,Clerk#000000438,0,Lorem ipsum
83322,125146,O,26907.88,1997-08-01,4-NOT SPECIFIED,Clerk#000000141,0,Check address
83323,124943,P,590.87,1994-09-30,2-HIGH,Clerk#000000213,0,Lorem ipsum
83324,109534,O,23287.71,1998-09-06,3-MEDIUM,Clerk#000000618,0,Deliver ASAP
83325,4368,O,16848.49,1994-03-27,3-MEDIUM,Clerk#000000734,0,Deliver ASAP
83326,2124,F,36769.02,1998-02-08,1-URGENT,Clerk#000000692,0,Lazy dog
83327,40495,O,46576.74,1994-01-13,3-MEDIUM,Clerk#000000801,0,Standard order
83328,34486,O,25170.07,1995-09-11,4-NOT SPECIFIED,Clerk#000000270,0,Standard order
83329,31437,O,20099.83,1996-04-15,3-MEDIUM,Clerk#000000668,0,Standard order
83330,54503,P,31946.7,1998-06-27,4-NOT SPECIFIED,Clerk#000000003,0,Deliver ASAP
83331,19984,P,24063.15,1994-04-03,1-URGENT,Clerk#000000389,0,Standard order
83332,117889,F,32573.56,1993-11-16,1-URGENT,Clerk#000000710,0,Standard order
83333,117417,O,26901.02,1994-10-06,1-URGENT,Clerk#000000430,0,Standard order
83334,67293,F,27149.08,1997-01-10,1-URGENT,Clerk#000000475,0,Check address
83335,66331,P,10127.52,1997-03-16,1-URGENT,Clerk#000000736,0,Lorem ipsum
83336,96461,P,32595.48,1996-08-12,2-HIGH,Clerk#000000515,0,Deliver ASAP
83337,100414,P,24576.21,1992-05-27,3-MEDIUM,Clerk#000000043,0,Deliver ASAP
83338,103377,O,22865.31,1995-03-15,3-MEDIUM,Clerk#000000934,0,Standard order
83339,88468,O,19781.17,1992-04-29,2-HIGH,Clerk#000000232,0,Deliver ASAP
83340,139319,O,23517.81,1993-11-13,1-URGENT,Clerk#000000685,0,Check address
83341,87109,F,21200.64,1993-08-04,1-URGENT,Clerk#000000936,0,Quick fox
83342,27042,P,5194.51,1995-10-20,4-NOT SPECIFIED,Clerk#000000038,0,Deliver ASAP
83343,86766,O,45521.26,1998-09-10,4-NOT SPECIFIED,Clerk#000000724,0,Quick fox
83344,147867,F,6255.52,1995-06-02,1-URGENT,Clerk#000000242,0,Lazy dog
83345,148065,O,11931.73,1995-07-20,4-NOT SPECIFIED,Clerk#000000952,0,Standard order
83346,100646,F,10570.07,1998-03-04,4-NOT SPECIFIED,Clerk#000000667,0,Quick fox
83347,8166,F,25261.09,1996-05-14,2-HIGH,Clerk#000000601,0,Quick fox
83348,13091,P,27614.78,1995-05-15,3-MEDIUM,Clerk#000000186,0,Deliver ASAP
83349,87699,P,35593.05,1993-02-21,1-URGENT,Clerk#000000326,0,Check address
83350,117017,O,654.64,1994-03-21,3-MEDIUM,Clerk#000000800,0,Deliver ASAP
83351,119389,O,12943.01,1992-12-26,2-HIGH,Clerk#000000479,0,Standard order
83352,13594,P,2422.15,1996-12-15,4-NOT SPECIFIED,Clerk#000000591,0,Deliver ASAP
83353,139458,O,1568.08,1998-06-03,2-HIGH,Clerk#000000993,0,Check address
83354,54159,F,4309.75,1995-05-15,4-NOT SPECIFIED,Clerk#000000556,0,Standard order
83355,84525,P,11104.64,1992-09-06,4-NOT SPECIFIED,Clerk#000000141,0,Check address
83356,108294,P,24809.14,1997-11-22,1-URGENT,Clerk#000000145,0,Lazy dog
83357,137089,P,45361.92,1995-09-14,3-MEDIUM,Clerk#000000424,0,Lazy dog
83358,108848,O,21004.54,1995-08-11,1-URGENT,Clerk#000000366,0,Deliver ASAP
83359,95884,O,14693.86,1998-10-08,2-HIGH,Clerk#000000052,0,Standard order
83360,1222,P,16953.99,1995-09-12,1-URGENT,Clerk#000000994,0,Check address
83361,29027,O,10534.37,1997-11-30,3-MEDIUM,Clerk#000000028,0,Check address
83362,38124,P,22623.01,1994-04-04,3-MEDIUM,Clerk#000000094,0,Lazy dog
83363,14246,P,23240.21,1995-04-13,1-URGENT,Clerk#000000846,0,Lorem ipsum
83364,63002,F,26182.6,1994-09-27,3-MEDIUM,Clerk#000000307,0,Quick fox
83365,115612,F,19871.9,1993-10-26,2-HIGH,Clerk#000000134,0,Standard order
83366,18362,F,1674.09,1994-04-09,2-HIGH,Clerk#000000613,0,Standard order
83367,1562,P,36909.16,1998-02-04,1-URGENT,Clerk#000000719,0,Standard order
83368,96716,F,7345.67,1998-03-17,4-NOT SPECIFIED,Clerk#000000237,0,Deliver ASAP
83369,21784,O,6417.08,1998-06-26,4-NOT SPECIFIED,Clerk#000000734,0,Quick fox
83370,6989,P,2796.02,1993-09-29,1-URGENT,Clerk#000000776,0,Lorem ipsum
83371,47291,P,39687.4,1998-08-11,4-NOT SPECIFIED,Clerk#000000327,0,Lazy dog
83372,108345,P,43843.02,1997-05-20,1-URGENT,Clerk#000000820,0,Check address
83373,59341,P,5835.53,1996-07-19,2-HIGH,Clerk#000000008,0,Standard order
83374,89681,F,40699.69,1995-05-24,4-NOT SPECIFIED,Clerk#000000646,0,Deliver ASAP
83375,10731,F,47922.9,1992-10-30,3-MEDIUM,Clerk#000000241,0,Deliver ASAP
83376,67201,P,45955.25,1994-08-11,3-MEDIUM,Clerk#000000436,0,Quick fox
83377,86292,P,14381.72,1992-12-11,2-HIGH,Clerk#000000172,0,Lazy dog
83378,34335,P,23085.77,1992-09-08,3-MEDIUM,Clerk#000000239,0,Standard order
83379,123491,P,30575.93,1996-03-05,2-HIGH,Clerk#000000822,0,Check address
83380,97286,P,48647.52,1996-05-12,4-NOT SPECIFIED,Clerk#000000778,0,Check address
83381,17524,F,24193.59,1997-07-11,4-NOT SPECIFIED,Clerk#000000718,0,Lorem ipsum
83382,103724,P,12839.91,1992-05-13,4-NOT SPECIFIED,Clerk#000000395,0,Quick fox
83383,3137,O,3106.44,1992-06-10,3-MEDIUM,Clerk#000000897,0,Standard order
83384,1232,P,43785.43,1994-06-09,3-MEDIUM,Clerk#000000874,0,Lorem ipsum
83385,5873,P,43314.72,1995-09-30,2-HIGH,Clerk#000000125,0,Quick fox
83386,147565,F,32461.64,1995-04-18,4-NOT SPECIFIED,Clerk#000000256,0,Lazy dog
83387,17397,O,43829.4,1998-01-23,2-HIGH,Clerk#000000261,0,Check address
83388,112591,F,2476.67,1998-08-29,2-HIGH,Clerk#000000581,0,Quick fox
83389,33352,O,22480.92,1995-01-10,3-MEDIUM,Clerk#000000594,0,Deliver ASAP
83390,105412,O,38075.7,1995-06-18,3-MEDIUM,Clerk#000000449,0,Lazy dog
83391,124639,P,2791.55,1996-08-30,4-NOT SPECIFIED,Clerk#000000765,0,Lorem ipsum
83392,11001,F,18009.74,1996-11-22,2-HIGH,Clerk#000000835,0,Deliver ASAP
83393,135198,F,24952.21,1992-01-05,3-MEDIUM,Clerk#000000870,0,Standard order
83394,45653,P,49629.38,1998-09-10,2-HIGH,Clerk#000000208,0,Standard order
83395,107901,F,27543.46,1995-10-02,2-HIGH,Clerk#000000472,0,Deliver ASAP
83396,65343,P,4672.64,1997-05-20,3-MEDIUM,Clerk#000000686,0,Standard order
83397,107272,P,21124.6,1996-01-10,3-MEDIUM,Clerk#000000651,0,Lazy dog
83398,66267,O,30008.73,1994-02-07,2-HIGH,Clerk#000000264,0,Standard order
83399,114977,O,18776.06,1995-09-21,4-NOT SPECIFIED,Clerk#000000026,0,Lorem ipsum
83400,57131,P,1956.52,1997-03-01,4-NOT SPECIFIED,Clerk#000000904,0,Standard order
83401,91693,O,4736.58,1997-02-08,1-URGENT,Clerk#000000464,0,Lazy dog
83402,81652,P,31291.32,1998-05-31,1-URGENT,Clerk#000000982,0,Standard order
83403,143286,F,13909.06,1996-09-16,1-URGENT,Clerk#000000599,0,Lazy dog
83404,121582,O,21753.39,1995-11-07,3-MEDIUM,Clerk#000000296,0,Standard order
83405,52711,O,47115.25,1997-01-07,2-HIGH,Clerk#000000487,0,Lorem ipsum
83406,145902,P,1574.09,1994-07-03,1-URGENT,Clerk#000000969,0,Quick fox
83407,28787,F,40214.8,1993-08-03,1-URGENT,Clerk#000000857,0,Lorem ipsum
83408,73075,O,36904.66,1998-07-16,1-URGENT,Clerk#000000726,0,Lazy dog
83409,126855,O,35260.69,1992-09-27,4-NOT SPECIFIED,Clerk#000000203,0,Lorem ipsum
83410,164,P,34930.26,1993-12-06,4-NOT SPECIFIED,Clerk#000000607,0,Standard order
83411,133913,F,35824.46,1995-04-22,1-URGENT,Clerk#000000285,0,Lorem ipsum
83412,149717,P,33015.12,1996-01-13,3-MEDIUM,Clerk#000000772,0,Quick fox
83413,139557,O,37838.25,1996-11-25,3-MEDIUM,Clerk#000000847,0,Quick fox
83414,38009,F,9610.02,1998-03-06,3-MEDIUM,Clerk#000000383,0,Quick fox
83415,396,P,1288.46,1993-07-31,1-URGENT,Clerk#000000330,0,Standard order
83416,87968,F,15082.11,1995-12-14,3-MEDIUM,Clerk#000000930,0,Check address
83417,99896,P,9942.6,1994-02-11,3-MEDIUM,Clerk#000000894,0,Quick fox
83418,10177,O,27619.91,1992-10-21,1-URGENT,Clerk#000000588,0,Deliver ASAP
83419,139116,P,15104.22,1994-08-29,3-MEDIUM,Clerk#000000878,0,Check address
83420,25016,O,7944.43,1998-09-11,4-NOT SPECIFIED,Clerk#000000264,0,Standard order
83421,37161,O,15292.78,1993-07-31,4-NOT SPECIFIED,Clerk#000000180,0,Standard order
83422,121300,P,44889.42,1997-09-26,4-NOT SPECIFIED,Clerk#000000211,0,Lazy dog
83423,12789,F,20904.67,1992-02-07,3-MEDIUM,Clerk#000000323,0,Quick fox
83424,64363,O,36375.44,1993-12-22,2-HIGH,Clerk#000000802,0,Standard order
83425,11185,P,38970.07,1993-12-27,1-URGENT,Clerk#000000647,0,Quick fox
83426,75762,F,49574.89,1996-06-18,2-HIGH,Clerk#000000550,0,Quick fox
83427,91757,F,14339.43,1993-07-20,3-MEDIUM,Clerk#000000391,0,Standard order
83428,39681,F,10020.69,1996-10-11,4-NOT SPECIFIED,Clerk#000000301,0,Lorem ipsum
83429,2707,P,8027.44,1995-12-19,4-NOT SPECIFIED,Clerk#000000696,0,Lorem ipsum
83430,123322,P,6316.33,1995-11-18,2-HIGH,Clerk#000000281,0,Check address
83431,69975,F,22860.31,1996-04-20,1-URGENT,Clerk#000000173,0,Quick fox
83432,27885,P,28915.31,1996-04-15,3-MEDIUM,Clerk#000000884,0,Lorem ipsum
83433,35400,F,23165.73,1998-09-09,4-NOT SPECIFIED,Clerk#000000387,0,Lorem ipsum
83434,115972,F,12447.58,1994-04-23,1-URGENT,Clerk#000000785,0,Standard order
83435,111496,F,12394.71,1992-05-07,1-URGENT,Clerk#000000429,0,Check address
83436,21019,O,20587.23,1995-12-25,1-URGENT,Clerk#000000993,0,Deliver ASAP
83437,76129,F,33450.28,1995-03-21,2-HIGH,Clerk#000000859,0,Quick fox
83438,80683,F,48723.77,1992-01-01,1-URGENT,Clerk#000000975,0,Lazy dog
83439,43048,O,29704.63,1995-04-11,3-MEDIUM,Clerk#000000597,0,Standard order
83440,129475,P,22086.3,1992-11-25,1-URGENT,Clerk#000000536,0,Check address
83441,143562,F,3797.96,1998-03-26,1-URGENT,Clerk#000000050,0,Lazy dog
83442,11605,P,31605.34,1998-07-15,4-NOT SPECIFIED,Clerk#000000235,0,Lazy dog
83443,25847,P,35762.18,1992-09-04,4-NOT SPECIFIED,Clerk#000000104,0,Deliver ASAP
83444,40053,F,18031.39,1997-01-14,4-NOT SPECIFIED,Clerk#000000765,0,Check address
83445,51114,O,23768.48,1994-03-17,4-NOT SPECIFIED,Clerk#000000235,0,Deliver ASAP
83446,52561,P,17338.17,1997-11-07,4-NOT SPECIFIED,Clerk#000000549,0,Deliver ASAP
83447,135158,F,28125.15,1992-04-09,4-NOT SPECIFIED,Clerk#000000626,0,Lazy dog
83448,85653,P,6375.48,1998-04-18,2-HIGH,Clerk#000000925,0,Quick fox
83449,58779,O,22221.22,1994-09-22,4-NOT SPECIFIED,Clerk#000000836,0,Check address
83450,49248,P,16008.9,1993-04-15,1-URGENT,Clerk#000000894,0,Lorem ipsum
83451,32874,O,33546.5,1995-09-09,2-HIGH,Clerk#000000625,0,Lorem ipsum
83452,135389,F,23954.99,1996-08-22,1-URGENT,Clerk#000000034,0,Standard order
83453,134025,P,13124.53,1994-06-02,3-MEDIUM,Clerk#000000475,0,Quick fox
83454,144987,O,21740.04,1997-06-03,3-MEDIUM,Clerk#000000489,0,Deliver ASAP
83455,34171,P,6429.46,1993-08-25,2-HIGH,Clerk#000000816,0,Standard order
83456,117816,P,1525.66,1994-10-11,2-HIGH,Clerk#000000857,0,Check address
83457,70119,P,467.48,1995-11-15,1-URGENT,Clerk#000000335,0,Quick fox
83458,101833,P,48230.67,1996-11-25,3-MEDIUM,Clerk#000000197,0,Deliver ASAP
83459,92226,O,20339.63,1998-05-20,4-NOT SPECIFIED,Clerk#000000755,0,Deliver ASAP
83460,121834,P,17794.86,1992-01-08,3-MEDIUM,Clerk#000000948,0,Lorem ipsum
83461,27528,F,6411.65,1994-01-05,2-HIGH,Clerk#000000319,0,Quick fox
83462,31352,P,32089.89,1997-08-21,2-HIGH,Clerk#000000096,0,Standard order
83463,37887,F,40797.58,1997-10-06,4-NOT SPECIFIED,Clerk#000000992,0,Deliver ASAP
83464,145979,P,30008.24,1992-10-24,1-URGENT,Clerk#000000225,0,Lazy dog
83465,126108,F,17602.54,1992-12-21,3-MEDIUM,Clerk#000000860,0,Lorem ipsum
83466,14509,P,47377.97,1998-05-10,3-MEDIUM,Clerk#000000899,0,Lazy dog
83467,144223,P,33825.4,1996-12-25,3-MEDIUM,Clerk#000000194,0,Lazy dog
83468,68289,P,8878.36,1993-11-19,4-NOT SPECIFIED,Clerk#000000761,0,Deliver ASAP
83469,141490,O,11934.48,1994-10-26,4-NOT SPECIFIED,Clerk#000000854,0,Standard order
83470,116880,F,22883.2,1993-10-12,1-URGENT,Clerk#000000364,0,Deliver ASAP
83471,8070,F,48727.05,1992-01-10,4-NOT SPECIFIED,Clerk#000000415,0,Quick fox
83472,111042,F,25288.23,1995-02-07,2-HIGH,Clerk#000000222,0,Standard order
